Tuple 0,Tuple 1,Tuple 2,Tuple 3
37.70476150512695,246,66,5
36.01053237915039,429,505,5
34.328975677490234,287,505,5
34.049068450927734,440,505,5
32.693546295166016,209,162,5
32.44535446166992,66,512,5
32.1750373840332,66,162,5
31.598155975341797,66,552,5
31.48696517944336,349,505,5
31.462692260742188,291,505,5
31.029687881469727,209,505,5
30.565486907958984,191,505,5
30.037883758544922,505,527,5
29.803647994995117,287,66,5
29.772485733032227,156,505,5
29.464019775390625,346,505,5
29.413047790527344,75,135,24
29.37065887451172,365,505,5
29.277177810668945,521,246,5
28.854299545288086,66,524,5
28.40454864501953,111,135,24
28.164064407348633,287,162,5
28.128246307373047,521,527,5
27.792461395263672,461,505,5
27.763450622558594,246,518,5
27.73753547668457,250,13,3
27.61969757080078,75,212,24
27.517316818237305,500,222,5
27.417268753051758,49,66,5
27.211204528808594,353,505,5
27.13549041748047,392,505,5
26.764392852783203,186,527,1
26.510711669921875,37,497,9
26.50763511657715,521,287,5
26.422222137451172,521,200,5
26.41866683959961,191,66,5
26.370786666870117,300,162,5
26.35375213623047,500,512,5
26.33077049255371,66,511,5
26.304048538208008,286,65,3
26.303600311279297,73,334,11
26.29659080505371,173,162,5
26.293689727783203,231,66,5
26.08687400817871,521,461,5
26.07090950012207,518,527,1
26.00545310974121,212,560,24
25.95717430114746,349,162,5
25.9521541595459,191,162,5
25.92123794555664,474,301,4
25.862396240234375,429,552,9
25.77218246459961,130,211,13
25.747766494750977,241,497,11
25.584739685058594,489,66,5
25.560007095336914,186,500,5
25.524370193481445,66,222,5
25.38083839416504,66,83,5
25.349594116210938,521,311,5
25.313119888305664,66,173,5
25.297887802124023,57,162,5
25.246957778930664,521,440,5
25.19026756286621,66,537,5
25.144128799438477,73,259,11
25.113231658935547,521,315,5
25.083086013793945,286,463,3
25.076580047607422,521,39,5
25.032766342163086,521,61,5
25.013023376464844,521,189,5
24.96229362487793,75,52,6
24.929981231689453,287,222,1
24.858373641967773,465,13,3
24.84958839416504,200,505,5
24.843854904174805,246,514,5
24.83794403076172,259,11,1
24.836952209472656,37,377,9
24.792980194091797,497,274,1
24.7821102142334,286,274,3
24.757659912109375,137,154,4
24.75090789794922,286,14,3
24.67113494873047,505,282,5
24.539409637451172,241,334,11
24.532508850097656,518,512,1
24.521446228027344,292,527,1
24.467966079711914,476,501,1
24.45258331298828,440,500,5
24.449920654296875,500,86,7
24.395301818847656,246,86,5
24.37941551208496,286,234,3
24.372468948364258,37,293,9
24.36334228515625,250,344,3
24.363245010375977,250,14,3
24.342065811157227,130,403,13
24.327531814575195,532,527,1
24.325695037841797,128,527,1
24.320667266845703,353,162,5
24.317434310913086,187,527,1
24.293249130249023,287,527,1
24.280834197998047,456,536,4
24.241422653198242,191,379,5
24.239269256591797,476,511,1
24.204544067382812,250,554,3
24.180307388305664,157,527,1
24.14522361755371,216,527,1
24.107868194580078,286,263,3
24.10121726989746,37,369,9
24.0759334564209,37,259,9
24.054826736450195,183,558,9
24.050865173339844,474,488,10
24.02838706970215,497,485,1
23.92559814453125,246,315,5
23.896154403686523,286,554,3
23.867307662963867,377,497,1
23.83137321472168,25,13,3
23.7979793548584,521,22,5
23.791854858398438,209,50,5
23.791154861450195,294,259,9
23.786344528198242,246,510,5
23.78154182434082,472,563,1
23.743310928344727,2,300,2
23.7149600982666,191,287,1
