Tuple 0,Tuple 1,Tuple 2,Tuple 3
33.8454704284668,286,346,3
32.647674560546875,66,309,5
32.58236312866211,429,66,5
31.975976943969727,25,346,3
31.2012882232666,429,346,5
31.060447692871094,66,68,5
30.75003433227539,349,66,5
30.735759735107422,512,162,5
30.532583236694336,429,512,5
30.52050018310547,287,66,5
30.507450103759766,68,162,5
30.16954231262207,157,162,5
29.893516540527344,191,162,5
29.774354934692383,163,154,16
29.756465911865234,61,162,5
29.699357986450195,459,446,4
29.57111930847168,519,162,22
29.429216384887695,37,377,9
29.285982131958008,57,162,5
29.254173278808594,189,162,5
29.17165756225586,246,346,5
29.126935958862305,350,66,5
28.79150390625,66,315,5
28.752548217773438,50,162,5
28.72555923461914,546,135,24
28.703218460083008,489,162,5
28.642545700073242,429,50,5
28.570667266845703,142,536,10
28.499895095825195,474,476,4
28.481557846069336,37,251,9
28.421791076660156,350,346,1
28.235517501831055,179,66,5
28.19428062438965,286,328,3
28.09780502319336,286,534,3
27.956890106201172,476,163,16
27.948339462280273,440,524,1
27.93931770324707,157,209,5
27.93165397644043,474,409,4
27.916566848754883,286,311,3
27.835092544555664,522,162,5
27.773881912231445,25,222,3
27.76307487487793,429,200,5
27.75192642211914,111,135,24
27.741518020629883,474,14,4
27.68804931640625,523,512,1
27.63591766357422,440,309,1
27.561229705810547,485,154,16
27.531972885131836,287,162,5
27.458847045898438,294,278,9
27.444988250732422,310,56,4
27.384185791015625,544,459,1
27.36310386657715,346,222,1
27.358186721801758,440,186,1
27.305526733398438,521,246,5
27.290346145629883,474,56,10
27.28969383239746,173,309,1
27.22628402709961,25,405,3
27.22003746032715,37,26,9
27.216093063354492,37,369,9
27.175365447998047,37,11,9
27.110029220581055,66,527,5
27.10832977294922,186,512,1
27.068477630615234,192,162,22
27.067495346069336,440,384,1
27.051773071289062,523,524,1
26.98564910888672,505,222,5
26.909170150756836,519,160,4
26.889005661010742,567,162,5
26.877492904663086,127,483,2
26.875978469848633,532,66,5
26.848800659179688,521,186,5
26.835948944091797,286,47,3
26.814666748046875,271,28,4
26.77850914001465,489,309,1
26.757102966308594,321,154,16
26.719215393066406,440,209,5
26.718149185180664,474,296,10
26.70856285095215,66,392,5
26.69656753540039,523,309,1
26.692344665527344,429,157,5
26.646533966064453,291,505,5
26.632022857666016,91,103,0
26.618955612182617,544,519,1
26.596830368041992,384,162,5
26.581438064575195,178,243,7
26.565582275390625,25,65,3
26.529176712036133,286,22,3
26.494979858398438,429,523,5
26.463560104370117,189,309,1
26.456933975219727,173,524,1
26.443702697753906,472,162,5
26.417125701904297,489,222,1
26.402881622314453,501,346,1
26.36505126953125,68,346,1
26.360519409179688,124,130,18
26.306198120117188,256,321,0
26.305574417114258,514,162,5
26.271076202392578,497,41,1
26.25717544555664,216,485,16
26.238399505615234,465,536,4
26.233993530273438,570,162,5
26.232070922851562,489,200,1
26.21807289123535,407,414,4
26.210355758666992,461,309,1
26.172208786010742,361,483,2
26.15357780456543,476,507,16
26.144250869750977,246,512,5
26.13739776611328,286,394,3
26.114017486572266,532,309,1
26.112642288208008,40,304,17
26.10700035095215,256,315,0
26.090490341186523,459,489,1
26.07415199279785,385,13,3
26.058862686157227,25,227,3
26.056211471557617,476,465,16
26.041040420532227,157,186,1
26.015230178833008,346,57,1
25.973482131958008,505,552,5
25.9511775970459,523,173,1
25.927701950073242,488,533,10
25.9083251953125,17,512,1
25.902544021606445,36,25,3
25.90040397644043,428,449,14
25.900190353393555,66,16,5
25.89773941040039,522,309,1
25.866291046142578,532,162,5
25.857656478881836,16,162,5
25.845073699951172,191,50,1
25.816041946411133,325,446,4
25.799524307250977,430,446,4
25.796083450317383,286,274,3
25.794748306274414,425,548,1
25.793651580810547,66,238,5
25.793617248535156,533,536,10
25.771587371826172,187,66,5
25.72795295715332,123,346,1
25.715688705444336,426,216,16
25.707624435424805,56,488,10
25.692039489746094,128,66,5
25.68025016784668,39,505,5
25.650741577148438,440,200,1
25.648883819580078,96,309,1
25.642940521240234,491,455,4
25.62551498413086,287,17,1
25.586231231689453,309,384,1
25.585847854614258,191,200,1
25.565513610839844,271,19,4
25.52949333190918,250,385,3
25.52618980407715,29,13,3
25.524837493896484,200,524,1
25.521076202392578,405,56,4
25.506742477416992,487,483,2
25.497886657714844,471,483,2
25.494802474975586,560,135,24
25.487218856811523,430,427,4
