Tuple 0,Tuple 1,Tuple 2,Tuple 3
34.74361038208008,429,66,5
34.098690032958984,66,552,5
33.91230010986328,66,162,5
33.46064758300781,246,505,5
32.4694709777832,66,379,5
30.965450286865234,429,209,5
30.79737091064453,505,162,5
29.58445167541504,246,379,5
29.191295623779297,474,562,10
28.889421463012695,429,552,9
28.47687339782715,429,500,5
27.983572006225586,500,379,5
27.973745346069336,66,233,5
27.701833724975586,286,13,3
27.43596076965332,287,505,5
27.420154571533203,66,240,5
27.348907470703125,527,13,3
27.339292526245117,512,379,5
27.273767471313477,246,222,5
27.165281295776367,287,500,5
27.083885192871094,521,384,5
27.023849487304688,66,61,5
26.76629066467285,429,246,5
26.725915908813477,474,142,10
26.57748031616211,389,443,15
26.54982566833496,179,66,5
26.504091262817383,83,162,5
26.448204040527344,246,186,5
26.39364242553711,429,287,5
26.372804641723633,56,562,10
26.3498592376709,135,444,6
26.287609100341797,66,184,5
26.276134490966797,111,174,6
26.272558212280273,241,504,11
26.248342514038086,569,405,3
26.241769790649414,300,66,5
26.20804786682129,66,315,5
26.170122146606445,186,162,5
26.12816619873047,66,86,5
26.05085563659668,17,66,5
26.02459144592285,518,500,5
25.97944450378418,37,369,9
25.942380905151367,49,13,3
25.916109085083008,306,250,3
25.773578643798828,476,345,16
25.744142532348633,521,7,5
25.4444522857666,518,309,1
25.439762115478516,50,505,5
25.41717529296875,154,547,16
25.369873046875,216,56,4
25.349136352539062,362,93,4
25.328582763671875,521,17,5
25.295419692993164,286,294,3
25.29525375366211,1,368,15
25.2301025390625,497,251,1
25.225570678710938,198,250,3
25.198083877563477,359,13,3
25.112476348876953,472,66,5
25.094953536987305,501,154,1
25.089914321899414,211,385,9
25.08270835876465,75,174,6
25.015596389770508,52,221,6
25.006500244140625,186,209,5
24.909427642822266,66,524,5
24.898664474487305,560,372,24
24.87274169921875,521,68,5
24.826622009277344,379,7,5
24.802099227905273,518,512,1
24.778610229492188,37,195,9
24.764802932739258,52,354,6
24.74417495727539,429,39,5
24.704166412353516,40,326,9
24.692340850830078,40,304,17
24.692270278930664,492,66,5
24.658111572265625,488,473,10
24.653188705444336,309,552,5
24.625682830810547,500,222,5
24.608510971069336,246,233,5
24.606714248657227,211,334,9
24.583267211914062,521,39,5
24.539329528808594,211,41,9
24.519895553588867,518,86,1
24.49451446533203,40,41,9
24.4932918548584,75,494,24
24.428102493286133,512,282,1
24.394704818725586,302,154,16
24.374622344970703,37,521,9
